Assets,Sharpe_Ratio,Expected_Return,Volatility,Success
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CPLE6.SA', 'COGN3.SA')",16.328924313696287,9.61883816569966,0.5890674719847665,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CPLE6.SA', 'BPAC11.SA')",18.55123492150538,17.456508401271837,0.940989021762401,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CPLE6.SA', 'EMBR3.SA')",13.42983766158908,8.88676139624207,0.6617177080002431,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CPLE6.SA', 'VIVT3.SA')",20.332103616374344,20.421066920973665,1.0043755091100202,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'ELET3.SA', 'JBSS3.SA')",10.2379931598593,29.020245462935332,2.8345638651837266,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'ELET3.SA', 'CYRE3.SA')",18.733555914390646,32.08653473049925,1.7127839945138865,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'ELET3.SA', 'COGN3.SA')",16.72986250601059,19.530078994549495,1.167378332459867,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'ELET3.SA', 'BPAC11.SA')",18.020518461960464,36.96465243265722,2.051253548042247,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'ELET3.SA', 'EMBR3.SA')",17.257123680632272,25.761974531158227,1.4928313088507894,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'ELET3.SA', 'VIVT3.SA')",20.000151397393445,36.80653170106158,1.8403126541261312,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'JBSS3.SA', 'CYRE3.SA')",0.39464262946585243,357.0943213631714,904.8549110026391,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'JBSS3.SA', 'COGN3.SA')",10.831824704034084,6.45780548362095,0.596188145586946,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'JBSS3.SA', 'BPAC11.SA')",0.39464262946585243,357.0943213631714,904.8549110026391,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'JBSS3.SA', 'EMBR3.SA')",12.862230268146588,16.76322159933374,1.3032904286318048,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'JBSS3.SA', 'VIVT3.SA')",16.86244243482748,21.99665113190391,1.304475980684287,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CYRE3.SA', 'COGN3.SA')",16.14444819286509,13.436826560686704,0.8322877561479618,True
