symbol,type,name,open,high,low,close,volume,financial_volume,trades,bid,ask,category,contract_size,created_at,updated_at,variation,ewma_1y_max,ewma_1y_min,ewma_1y_percentile,ewma_1y_rank,ewma_6m_max,ewma_6m_min,ewma_6m_percentile,ewma_6m_rank,ewma_current,has_options,iv_1y_max,iv_1y_min,iv_1y_percentile,iv_1y_rank,iv_6m_max,iv_6m_min,iv_6m_percentile,iv_6m_rank,iv_current,middle_term_trend,semi_return_1y,short_term_trend,stdv_1y,stdv_5d,beta_ibov,garch11_1y,isin,correl_ibov,entropy,security_category,sector,quotation_form,market_maker,highest_options_volume_rank,long_name,bid_volume,ask_volume,time,previous_close
RCSL4,STOCK,RECRUSUL PN,0.79,0.81,0.74,0.79,3493300,2686520,0,0.77,0.79,VISTA,100,2025-02-13T10:18:52.623Z,2025-02-13T10:18:52.623Z,-1.25,147.58,46.48,8.33,44.44,147.58,46.48,12.7,44.44,91.41,False,0,0,0,0,0,0,0,0,0,0,0.45,1,0.057675425958084434,0.06967367037244326,0.5848051304520558,92.46,BRRCSLACNPR1,0.08555311873168932,0.1856549714630284,11,"MÁQUINAS, EQUIPAMENTOS, VEÍCULOS E PEÇAS",100,False,0,RECRUSUL S.A.,1000,49300,2025-02-13 14:54:05,0.79
RADL3,STOCK,RAIADROGASILON,19.63,19.71,19.19,19.33,4252500,82261200,0,19.32,19.33,VISTA,100,2025-02-13T10:18:52.503Z,2025-02-13T10:18:52.503Z,-1.528,40.4,18.71,89.68,48.41,40.4,19.87,79.37,45.49,29.21,True,48.02,16.27,91.27,61.57,41.37,19.21,87.3,74.95,35.82,-1,0.81,-1,0.017199420940197184,0.013553666691458945,1.0014283338993457,27.92,BRRADLACNOR0,0.4912714565418752,0.6110643497714646,11,COMÉRCIO (ATACADO E VAREJO),100,False,40,RAIA DROGASIL S.A.,300,300,2025-02-13 14:55:30,19.33
NTCO3,STOCK,GRUPO NATURAON,12.9,13.44,12.8,13.23,5919700,78117100,0,13.23,13.25,VISTA,100,2025-02-13T10:18:52.547Z,2025-02-13T10:18:52.547Z,2.241,52.39,26.25,75,45.94,52.39,29.98,73.02,36.95,38.26,True,64.84,31.18,41.27,8.5,59.9,33.26,31.75,2.93,34.04,0,0.86,1,0.023966439860735496,0.02749554234308662,1.3539508918319663,38.04,BRNTCOACNOR5,0.4766667617706425,0.6664479742047051,11,FARMACÊUTICO E HIGIENE,100,False,45,NATURA &CO HOLDING S.A.,2800,1400,2025-02-13 14:55:30,13.23
GFSA3,STOCK,GAFISA ON,1.15,1.15,1.08,1.1,5391900,5950700,0,1.1,1.11,VISTA,100,2025-02-13T10:18:52.649Z,2025-02-13T10:18:52.649Z,-4.348,143.18,44.25,70.63,38.06,143.18,44.25,82.54,38.06,81.9,True,137.62,21.45,67.06,49.54,137.62,39.29,57.14,40.38,79,-1,0.95,0,0.0540466564595413,0.045907305821258626,0.7272162212099359,121.6,BRGFSAACNOR3,0.1135298876813389,0.08251872806976487,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,121,GAFISA S.A.,3300,5800,2025-02-13 14:55:29,1.1
HYPE3,STOCK,HYPERA ON,19.29,19.49,18.97,19.23,3690000,70965600,0,19.22,19.23,VISTA,100,2025-02-13T10:18:52.540Z,2025-02-13T10:18:52.540Z,-0.825,60.43,22.84,11.11,23.36,60.43,23.88,8.73,21.18,31.62,True,55.65,25.4,87.3,30.58,55.65,26.21,79.37,28.67,34.65,-1,0.77,1,0.021014389881246716,0.015598978293815088,1.0016357281953765,29.92,BRHYPEACNOR0,0.40216891953253936,0.20019735805093947,11,FARMACÊUTICO E HIGIENE,100,False,62,HYPERA S.A.,2900,600,2025-02-13 14:55:30,19.23
EQTL3,STOCK,EQUATORIAL ON,30.12,30.72,30.04,30.6,1668600,50696300,0,30.6,30.62,VISTA,100,2025-02-13T10:18:52.552Z,2025-02-13T10:18:52.552Z,0.957,35.71,13.86,80.56,49.7,35.71,16.32,72.22,43.32,24.72,True,35.01,19.36,26.59,40.83,32.46,19.36,21.43,48.78,25.75,0,1.09,1,0.014936462849708093,0.01490583535559397,1.1693298424649168,24.37,BREQTLACNOR0,0.6605485642241122,0.6693879635970443,11,ENERGIA ELÉTRICA,100,False,35,EQUATORIAL ENERGIA S.A.,1100,100,2025-02-13 14:55:30,30.6
GOAU4,STOCK,GERDAU MET PN,9.54,9.58,9.45,9.5,3029900,28772800,0,9.5,9.51,VISTA,100,2025-02-13T10:18:52.633Z,2025-02-13T10:18:52.633Z,-0.835,41.18,16.25,95.24,49.34,41.18,20.3,90.48,39.51,28.55,True,34,20.62,82.14,89.24,34,22.69,66.67,87.27,32.56,0,0.9,0,0.017202099547221798,0.02669871119659456,1.0761541559811463,28.88,BRGOAUACNPR8,0.5278475536672093,0.9975161717967409,11,EMP. ADM. PART. - METALURGIA E SIDERURGIA,100,False,67,METALURGICA GERDAU S.A.,3900,1500,2025-02-13 14:55:30,9.5
VAMO3,STOCK,VAMOS ON,4.64,4.73,4.53,4.66,2658900,12349300,0,4.66,4.67,VISTA,100,2025-02-13T10:18:52.567Z,2025-02-13T10:18:52.567Z,0,80.66,35.5,91.27,40.35,80.66,35.5,85.71,40.35,53.72,True,99.14,16.12,89.68,2.42,99.14,16.12,85.71,2.42,18.13,-1,0.93,0,0.032785516579212005,0.04324601614200684,2.102158343531656,53.9,BRVAMOACNOR7,0.5410020084118687,0.45042348196700066,11,EMP. ADM. PART. - SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,119,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",800,2300,2025-02-13 14:55:30,4.66
POMO4,STOCK,MARCOPOLO PN,7.97,8.06,7.92,8.03,4285700,34303400,0,8.03,8.04,VISTA,100,2025-02-13T10:18:52.551Z,2025-02-13T10:18:52.551Z,1.006,65.34,27.49,15.87,32.29,50.72,27.49,31.75,52.6,39.71,True,97.11,21.7,70.63,25.21,80.74,24,64.29,29.45,40.71,0,0.91,0,0.030823220378626632,0.014235423376326757,1.0834863160963517,48.68,BRPOMOACNPR7,0.29659300340139694,0.591058608292922,11,"MÁQUINAS, EQUIPAMENTOS, VEÍCULOS E PEÇAS",100,False,149,MARCOPOLO S.A.,1500,4000,2025-02-13 14:55:30,8.03
ANIM3,STOCK,ANIMA ON,2.05,2.06,1.96,2.05,4136600,8320110,0,2.05,2.06,VISTA,100,2025-02-13T10:18:52.560Z,2025-02-13T10:18:52.560Z,0,90.38,42.63,94.44,49.86,90.38,49.83,88.89,40.96,66.44,True,168.05,20.58,97.22,45.64,168.05,34.66,96.03,39.9,87.88,1,0.88,1,0.03939673761720507,0.04546455692496697,3.0792339702797347,60.02,BRANIMACNOR6,0.659474354863279,0.3654490039571784,11,EDUCAÇÃO,100,False,73,ANIMA HOLDING S.A.,6000,4000,2025-02-13 14:55:32,2.05
BEEF3,STOCK,MINERVA ON,4.39,4.39,4.32,4.35,2913000,12670600,0,4.35,4.36,VISTA,100,2025-02-13T10:18:52.558Z,2025-02-13T10:18:52.558Z,-0.458,64.91,27.84,85.71,45.81,64.91,28.35,72.22,45.05,44.82,True,50.22,27.64,88.89,76.04,50.22,34.41,80.16,65.78,44.81,-1,0.95,-1,0.026037657464362995,0.029293039908438945,0.6396488199493174,42.38,BRBEEFACNOR6,0.20727893859898322,0.5386546320752942,11,ALIMENTOS,100,False,31,MINERVA S.A.,200,5800,2025-02-13 14:55:30,4.35
RDOR3,STOCK,REDE D OR ON,28.57,28.62,27.96,28.43,2261900,63920000,0,28.41,28.43,VISTA,100,2025-02-13T10:18:52.658Z,2025-02-13T10:18:52.658Z,-1.113,45.89,20.8,13.49,21.32,30.8,20.8,26.98,53.5,26.15,True,42.43,23.12,41.27,47.9,41.3,23.12,67.46,50.88,32.37,1,1.01,1,0.018420958655811524,0.008868270874783145,1.2526891468512922,28.94,BRRDORACNOR8,0.5737815368869105,0.6931471805599453,11,SERVIÇOS MÉDICOS,100,False,17,REDE D'OR SÃO LUIZ S.A.,3100,100,2025-02-13 14:55:31,28.43
SUZB3,STOCK,SUZANO S.A. ON,58.02,59.4,57.54,59.34,4772600,280298000,0,59.33,59.34,VISTA,100,2025-02-13T10:18:52.650Z,2025-02-13T10:18:52.650Z,2.363,52.99,14.35,29.37,22.75,28.03,16.96,42.86,55.83,23.14,True,41.62,20.14,88.49,44.93,32.98,20.14,99.21,75.16,29.79,-1,0.99,-1,0.01728020044984879,0.00765314817949408,0.26512828934753846,27.5,BRSUZBACNOR0,0.1294561765751898,0.4887605683257529,11,PAPEL E CELULOSE,100,False,20,SUZANO S.A.,400,200,2025-02-13 14:55:33,59.34
PRIO3,STOCK,PETRORIO ON,39.16,39.31,38.61,38.96,15634100,608045000,0,38.95,38.96,VISTA,100,2025-02-13T10:18:52.664Z,2025-02-13T10:18:52.664Z,-1.392,39.34,22.37,12.3,23.1,37.85,22.37,13.49,25.32,26.29,True,42.35,24.38,2.38,17.81,40.17,24.38,4.76,20.27,27.58,0,0.95,-1,0.017854443870842174,0.014465263695297744,0.8249388103205788,28.65,BRPRIOACNOR1,0.3898440329235509,0.8135566129985479,11,PETRÓLEO E GÁS,100,False,15,PRIO S.A.,400,600,2025-02-13 14:55:32,38.96
BRFS3,STOCK,BRF SA ON,20.24,20.33,19.36,19.67,6216200,122203000,0,19.67,19.68,VISTA,100,2025-02-13T10:18:52.550Z,2025-02-13T10:18:52.550Z,-2.768,55.71,27.31,48.41,32.71,46.88,27.31,65.87,47.47,36.6,True,52.85,31.37,34.13,48.65,45.08,31.37,43.65,76.22,41.82,-1,0.94,-1,0.02444306044438868,0.02582117552287832,0.9544076741553311,38.07,BRBRFSACNOR8,0.32945327074631386,0.40797694403418033,11,EMP. ADM. PART. - ALIMENTOS,100,False,46,BRF S.A.,200,400,2025-02-13 14:55:30,19.67
BRAV3,STOCK,BRAVA ON,20.88,20.9,20.32,20.33,5045600,103324000,0,20.33,20.34,VISTA,100,2025-02-13T10:18:52.545Z,2025-02-13T10:18:52.545Z,-2.634,73.74,29.23,24.6,33.32,73.74,29.23,47.62,33.32,44.06,True,68.84,36.45,11.51,13.89,68.84,36.45,21.43,13.89,40.95,0,1.18,0,0.03500865395459732,0.01619678092261531,0.21657136029360383,41.63,BRBRAVACNOR3,0.04332118289992152,0.5561591650675118,11,,,False,13,,700,100,2025-02-13 14:55:30,20.33
TOTS3,STOCK,TOTVS ON,33.42,34.5,33.11,33.98,3917500,133450000,0,33.97,33.98,VISTA,100,2025-02-13T10:18:52.596Z,2025-02-13T10:18:52.596Z,2.814,52.68,19.72,81.75,46.36,52.68,19.72,63.49,46.36,35,True,73.67,14.23,94.84,56.68,73.67,14.23,89.68,56.68,47.92,1,0.98,1,0.020285864938348545,0.018467059407411456,1.276137643896963,34.32,BRTOTSACNOR8,0.530786016170965,1.004782494034219,11,COMUNICAÇÃO E INFORMÁTICA,100,False,44,TOTVS S.A.,100,400,2025-02-13 14:55:30,33.98
MRFG3,STOCK,MARFRIG ON,14.64,14.65,14.08,14.29,4073400,58171300,0,14.29,14.3,VISTA,100,2025-02-13T10:18:52.633Z,2025-02-13T10:18:52.633Z,-2.257,62,35.38,11.9,22.84,57.49,35.38,23.02,27.5,41.46,True,54.44,30.96,76.59,68.06,53.73,30.96,64.29,70.18,46.94,-1,0.93,-1,0.028463237298309088,0.02429948072158682,1.1420954665592855,45.11,BRMRFGACNOR0,0.33855840235411544,0.2464179886342373,11,ALIMENTOS,100,False,56,MARFRIG GLOBAL FOODS S.A.,500,500,2025-02-13 14:55:36,14.29
PETZ3,STOCK,PETZ ON,4.42,4.48,4.39,4.42,6062700,26779200,0,4.42,4.43,VISTA,100,2025-02-13T10:18:52.682Z,2025-02-13T10:18:52.682Z,-0.45,129.82,35.77,4.37,22.33,79.15,35.77,8.73,48.41,56.77,True,84.22,45.86,63.1,75.26,76.48,45.86,82.54,94.28,74.73,1,0.91,0,0.041896176841048634,0.012656664069242,2.0601071006054985,60.89,BRPETZACNOR2,0.4148880131428971,0.9003921458063568,11,COMÉRCIO (ATACADO E VAREJO),100,False,64,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,9200,6300,2025-02-13 14:55:30,4.42
STBP3,STOCK,SANTOS BRP ON,13.16,13.18,13.14,13.17,1511700,19892000,0,13.17,13.18,VISTA,100,2025-02-13T10:18:52.585Z,2025-02-13T10:18:52.585Z,0.076,69.58,5.36,0,31.14,69.58,5.36,0,31.14,25.36,True,49.31,0,0,0,44.72,0,0,0,0,0,0.96,1,0.020931863955251987,0.0017702608646912603,0.5461256207074188,23.06,BRSTBPACNOR3,0.22014059217543316,0.20511456632251127,11,EMP. ADM. PART. - SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,201,SANTOS BRASIL PARTICIPACOES S.A.,20900,18500,2025-02-13 14:55:30,13.17
BRKM5,STOCK,BRASKEM PNA,12.45,13.14,12.34,13.09,1830100,23511600,0,13.09,13.1,VISTA,100,2025-02-13T10:18:52.558Z,2025-02-13T10:18:52.558Z,5.141,74.76,29.44,75.4,33.5,62.99,29.44,73.02,45.25,44.62,True,60.55,32.06,88.89,83.64,60.55,34.11,80.95,82.38,55.89,-1,0.89,-1,0.028680188783341717,0.023507327148074967,1.459297056873925,70.72,BRBRKMACNPA4,0.4293161078062848,0.3285570457010887,11,PETROQUÍMICOS E BORRACHA,100,False,24,BRASKEM S.A.,1300,400,2025-02-13 14:55:30,13.09
CYRE3,STOCK,CYRELA REALTON,20.95,21.12,20.69,21.03,1672000,35010700,0,21.02,21.03,VISTA,100,2025-02-13T10:18:52.673Z,2025-02-13T10:18:52.673Z,0.526,50.1,25.13,61.11,36.52,50.1,25.13,56.35,36.52,34.25,True,41.85,29.53,37.3,17.45,40.9,29.53,38.89,18.91,31.68,1,0.85,1,0.021710024922393874,0.017355952380525768,1.851149186637973,35.86,BRCYREACNOR7,0.7194433141739858,0.652395487280536,11,"CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO",100,False,37,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,700,700,2025-02-13 14:55:33,21.03
YDUQ3,STOCK,YDUQS PART ON,11,11.16,10.71,10.99,2433100,26521300,0,10.99,11,VISTA,100,2025-02-13T10:18:52.547Z,2025-02-13T10:18:52.547Z,-0.272,70.58,37.91,78.17,46.77,65.92,44.52,69.84,40.51,53.19,True,93.86,41.09,53.57,21.22,72.22,45.81,40.48,24.54,52.29,1,1,1,0.03354845302225265,0.026239465202651514,2.2128756596938954,53.33,BRYDUQACNOR3,0.5565446284047835,0.2717834863839827,11,EMP. ADM. PART. - EDUCAÇÃO,100,False,68,YDUQS PARTICIPACOES S.A.,400,100,2025-02-13 14:55:30,10.99
NVDC34,STOCK,NVIDIA CORP DRN,15.75,16.4,15.69,16.27,3503711,56535200,0,16.25,16.27,VISTA,1,2025-02-13T10:18:52.631Z,2025-02-13T10:18:52.631Z,3.105,81.68,30.92,90.48,42.16,81.68,30.92,91.27,42.16,52.32,True,105.98,10.31,71.03,14.87,105.98,10.31,63.49,14.87,24.54,0,0.9,0,0.03369512666765821,0.017751729082776863,-0.24031100819226553,50.08,BRNVDCBDR008,-0.06017582521351711,0.34013189303874325,1,,1,False,155,,4214,2847,2025-02-13 14:55:35,16.27
ECOR3,STOCK,ECORODOVIAS ON,4.94,4.98,4.87,4.98,1116100,5507550,0,4.97,4.98,VISTA,100,2025-02-13T10:18:52.684Z,2025-02-13T10:18:52.684Z,0.403,98.52,25.69,83.73,38.8,98.52,36.88,67.46,27.69,53.95,True,65.79,26.95,72.62,40.24,65.79,30.38,55.56,34.45,42.58,-1,0.77,-1,0.030772298981067144,0.04025567100073632,2.44659483377738,45.29,BRECORACNOR8,0.6708379042088873,0.3943895066943287,11,SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,82,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,1200,1000,2025-02-13 14:55:18,4.98
IFCM3,STOCK,INFRACOMM ON,0.07,0.07,0.06,0.07,1386600,95471,0,0.06,0.07,VISTA,100,2025-02-13T10:18:52.647Z,2025-02-13T10:18:52.647Z,0,207.6,64.28,66.67,49.63,207.6,92.1,49.21,37.5,135.41,True,104.43,0,0,0,0,0,0,0,0,-1,0.42,-1,0.07989452047412327,0,-0.3316928845285718,118.5,BRIFCMACNOR8,-0.03502955684651139,0.06864888377834588,11,COMÉRCIO (ATACADO E VAREJO),100,False,157,INFRACOMMERCE CXAAS S.A.,322400,724300,2025-02-13 14:53:32,0.07
CXSE3,STOCK,CAIXA SEGURION,14.41,14.75,14.34,14.68,3274000,47781200,0,14.69,14.7,VISTA,100,2025-02-13T10:18:52.633Z,2025-02-13T10:18:52.633Z,2.015,35.72,13.81,59.92,40.58,35.72,13.81,51.59,40.58,22.7,True,53.8,6.49,92.86,56.33,53.8,8.94,89.68,53.95,33.14,0,0.86,0,0.0146215950318011,0.010523361867157775,0.6921156354035187,22.54,BRCXSEACNOR7,0.3993920276791933,0.8818929022726553,11,EMP. ADM. PART. - SEGURADORAS E CORRETORAS,100,False,141,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,100,100,2025-02-13 14:55:35,14.68
KLBN11,STOCK,KLABIN S/A UNT,20.94,21.16,20.94,21.11,2027900,42684200,0,21.11,21.12,VISTA,100,2025-02-13T10:18:52.613Z,2025-02-13T10:18:52.613Z,0.38,27.14,14.69,80.16,31.16,27.14,15.33,69.84,27.43,18.57,True,29.46,16.49,55.56,36.39,29.46,17.02,48.41,33.68,21.21,0,1.06,-1,0.012006628042232747,0.007303596319553965,0.5173765282415895,19.05,BRKLBNCDAM18,0.36358097342269546,0.7553089691688292,13,PAPEL E CELULOSE,100,False,5,KLABIN S.A.,700,600,2025-02-13 14:55:30,21.11
MOVI3,STOCK,MOVIDA ON,3.72,3.72,3.55,3.6,2697000,9731740,0,3.6,3.61,VISTA,100,2025-02-13T10:18:52.540Z,2025-02-13T10:18:52.540Z,-3.226,85.91,37.51,80.16,42.54,85.91,43.85,73.81,33.88,58.1,True,83.43,35.83,96.03,54.35,83.43,35.83,94.44,54.35,61.7,-1,0.87,0,0.03567068729982083,0.038533394093070675,2.5093088565914785,59.77,BRMOVIACNOR0,0.5935511141936013,0.37938120886871773,11,SERVIÇOS TRANSPORTE E LOGÍSTICA,100,False,76,MOVIDA PARTICIPACOES SA,3900,11000,2025-02-13 14:55:35,3.6
BBSE3,STOCK,BBSEGURIDADEON,39.12,39.19,38.6,38.63,2001400,77832100,0,38.61,38.63,VISTA,100,2025-02-13T10:18:52.627Z,2025-02-13T10:18:52.627Z,-1.253,21.98,9.73,79.37,41.31,21.98,9.73,71.43,41.31,14.79,True,25.62,11.62,83.33,61.93,25.62,14.23,70.63,53.2,20.29,1,1.01,1,0.009183147981916273,0.010634255953318114,0.4672936865305628,14.65,BRBBSEACNOR5,0.4293523191704556,0.3568950870326319,11,EMP. ADM. PART. - SEGURADORAS E CORRETORAS,100,False,36,BB SEGURIDADE PARTICIPAÇÕES S.A.,900,900,2025-02-13 14:55:33,38.63
EMBR3,STOCK,EMBRAER ON,59.77,60.67,59.2,60.5,3788500,227097000,0,60.5,60.51,VISTA,100,2025-02-13T10:18:52.547Z,2025-02-13T10:18:52.547Z,1.681,62.77,24.35,96.43,43.62,62.3,24.35,96.03,44.16,41.11,True,54.08,26.38,44.44,57.08,50.93,26.38,58.73,64.4,42.19,1,1.16,0,0.026495368552648293,0.008982955208409166,0.44772769677770197,40.44,BREMBRACNOR4,0.1425802850158048,0.22101884674763841,11,"MÁQUINAS, EQUIPAMENTOS, VEÍCULOS E PEÇAS",100,False,23,EMBRAER S.A.,100,100,2025-02-13 14:55:34,60.5
BOVA11,STOCK,ISHARES BOVACI,121.15,121.54,120.68,121.44,1571112,190353000,0,121.44,121.45,VISTA,1,2025-02-13T10:18:52.632Z,2025-02-13T10:18:52.632Z,0.157,22.25,9.33,90.48,44.04,22.25,10,80.95,40.98,15.02,True,33.82,10.58,64.29,8.48,33.82,10.58,61.9,8.48,12.55,0,0.97,0,0.008744124485630635,0.01154926754475663,1.0261740462436753,16.93,BRBOVACTF003,0.9901937414985921,0.864330992943444,3,,1,False,1,,1,6,2025-02-13 14:55:36,121.45
SLCE3,STOCK,SLC AGRICOLAON,18.17,18.34,17.99,18.34,1410500,25670000,0,18.33,18.34,VISTA,100,2025-02-13T10:18:52.616Z,2025-02-13T10:18:52.616Z,0.936,31.86,13.51,75.79,40.87,28.5,13.51,69.05,50.03,21.01,True,31.31,14.47,56.75,58.25,31.31,14.47,76.98,58.25,24.28,0,0.97,0,0.01334297664451958,0.01057013476451997,0.5464750264611455,20.05,BRSLCEACNOR2,0.3455676474486694,1.1182482631849686,11,"AGRICULTURA (AÇÚCAR, ÁLCOOL E CANA)",100,False,115,SLC AGRICOLA S.A.,400,1200,2025-02-13 14:55:36,18.34
MULT3,STOCK,MULTIPLAN ON,22.2,22.32,22.05,22.24,1639200,36423000,0,22.24,22.25,VISTA,100,2025-02-13T10:18:52.593Z,2025-02-13T10:18:52.593Z,-0.269,34.92,17.24,52.38,43.67,34.06,17.24,53.17,45.9,24.96,True,40.9,22.43,95.63,12.99,40.9,24.06,91.27,4.57,24.83,1,0.92,1,0.015830497729331386,0.008533624933684468,1.192009655196717,23.88,BRMULTACNOR5,0.6353319351947285,0.6451222737456321,11,"EMP. ADM. PART. - CONST. CIVIL, MAT. CONST. E DECORAÇÃO",100,False,78,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,300,100,2025-02-13 14:55:36,22.24
NEOE3,STOCK,NEOENERGIA ON,18.36,18.44,18.26,18.31,462200,8493060,0,18.32,18.34,VISTA,100,2025-02-13T10:18:52.664Z,2025-02-13T10:18:52.664Z,-0.272,31.42,13.61,28.57,34.87,31.42,13.61,25.4,34.87,19.82,True,31.09,11.75,59.52,58.63,31.09,11.75,55.56,58.63,23.09,0,0.9,0,0.012780420730178467,0.009046006411266507,0.6425587794993901,18.92,BRNEOEACNOR3,0.42421223814945136,0.8423046589099545,11,EMP. ADM. PART. - ENERGIA ELÉTRICA,100,False,150,NEOENERGIA S.A.,800,100,2025-02-13 14:55:04,18.31
AURE3,STOCK,AUREN ON,8.2,8.24,8.12,8.22,1058200,8642410,0,8.22,8.23,VISTA,100,2025-02-13T10:18:52.670Z,2025-02-13T10:18:52.670Z,0.244,32.85,10.78,98.02,58.5,32.85,12.89,96.03,54.11,23.69,True,41.57,3.65,92.06,49.97,41.57,3.65,92.06,49.97,22.6,-1,0.65,0,0.013049004845825048,0.020410707001793576,0.8141735175619562,35.26,BRAUREACNOR9,0.5264474933436137,0.1963755118768277,11,,,False,125,,400,3500,2025-02-13 14:55:32,8.22
ISAE4,STOCK,ISA ENERGIA PN,23.15,23.36,23.12,23.23,1223800,28442000,0,23.23,23.24,VISTA,100,2025-02-13T10:18:52.636Z,2025-02-13T10:18:52.636Z,-0.258,20.14,10.36,19.84,26.99,,,,,13,True,30.93,11.94,11.51,10.01,,,,,13.84,0,0.84,1,0.013279273043857249,0.021747299234177318,0.1389643483007165,23.33,BRISAEACNPR9,0.07414907310701517,1.0258529343856813,11,,,False,21,,100,100,2025-02-13 14:55:30,23.23
SANB11,STOCK,SANTANDER BRUNT,26,26.2,25.85,25.92,895300,23295400,0,25.92,25.94,VISTA,100,2025-02-13T10:18:52.534Z,2025-02-13T10:18:52.534Z,-0.652,33.71,14.03,96.83,51.73,33.71,14.03,93.65,51.73,24.21,True,38.96,16.32,62.7,100,38.96,16.32,46.83,100,38.96,1,0.87,1,0.014324121363929715,0.008594422148440403,1.0176913039686994,20.81,BRSANBCDAM13,0.5994646167003636,0.626872332556778,13,BANCOS,100,False,88,BCO SANTANDER (BRASIL) S.A.,800,200,2025-02-13 14:55:30,25.92
VIVT3,STOCK,TELEF BRASILON,52.55,53.56,52.18,53.5,1107400,58854200,0,53.48,53.5,VISTA,100,2025-02-13T10:18:52.550Z,2025-02-13T10:18:52.550Z,2.041,32.92,14.46,92.46,48,30.06,15.93,93.65,52.3,23.32,True,42.8,9.27,98.81,100,42.8,14.2,97.62,100,42.8,1,0.94,1,0.014762407477410306,0.019168550080067435,0.881280070078439,24.54,BRVIVTACNOR0,0.5037003383057033,0.7312345156103467,11,TELECOMUNICAÇÕES,100,False,108,TELEFÔNICA BRASIL S.A,100,100,2025-02-13 14:55:36,53.5
ITUB3,STOCK,ITAUUNIBANCOON,30.14,30.19,30,30.14,309000,9308620,0,30.12,30.14,VISTA,100,2025-02-13T10:18:52.527Z,2025-02-13T10:18:52.527Z,0.1,25.67,11.3,78.97,50.03,25.67,12.91,65.87,43.73,18.49,True,68.97,3.92,88.89,28.16,48.71,6.79,84.13,36.86,22.24,1,0.9,1,0.011280653931604292,0.013437836259082457,0.9089588155216773,17.93,BRITUBACNOR4,0.6798692712425519,0.665192496438108,11,BANCOS,100,False,29,ITAU UNIBANCO HOLDING S.A.,2900,2800,2025-02-13 14:55:36,30.14
CBAV3,STOCK,CBA ON,5.58,5.77,5.53,5.75,1047400,5900460,0,5.75,5.76,VISTA,100,2025-02-13T10:18:52.615Z,2025-02-13T10:18:52.615Z,3.047,71.56,35.07,57.54,49.41,69.52,44.74,44.44,33.74,53.1,True,123.06,15.37,89.68,53.38,123.06,25.21,84.92,48.69,72.85,0,1.09,1,0.03391837658843733,0.03450282123352401,1.6897266454501312,54.12,BRCBAVACNOR5,0.4203362808833951,0.5259487853402114,11,EXTRAÇÃO MINERAL,100,False,92,COMPANHIA BRASILEIRA DE ALUMÍNIO,1000,700,2025-02-13 14:55:34,5.75
GGPS3,STOCK,GPS ON,14.57,14.7,14.37,14.65,481700,7024090,0,14.65,14.66,VISTA,100,2025-02-13T10:18:52.489Z,2025-02-13T10:18:52.489Z,0.618,34.95,18.44,84.52,48.46,34.95,18.79,69.05,47.34,26.44,True,58.61,0,0,0,37.58,0,0,0,0,0,0.88,0,0.01595969695915505,0.01195991906406041,1.0303726506098836,25.15,BRGGPSACNOR9,0.544734854649343,0.5131714486580106,11,EMP. ADM. PART. - SEM SETOR PRINCIPAL,100,False,80,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,200,100,2025-02-13 14:54:59,14.65
ALOS3,STOCK,ALLOS ON,19.18,19.18,18.89,18.96,2022800,38450800,0,18.95,18.96,VISTA,100,2025-02-13T10:18:52.662Z,2025-02-13T10:18:52.662Z,-1.25,33.19,15.84,72.22,42.13,31.69,15.84,65.08,46.12,23.15,True,38.93,15.16,25,31.43,34.91,15.16,36.51,37.82,22.63,-1,0.82,1,0.014560501830332117,0.005272673753458308,1.2360234363173617,20.17,BRALOSACNOR5,0.7162519951586404,0.5426786344918016,11,EMP. ADM. PART. - COMÉRCIO (ATACADO E VAREJO),,False,10,ALIANSCE SONAE SHOPPING CENTERS S.A.,200,2500,2025-02-13 14:55:37,18.96
SBFG3,STOCK,GRUPO SBF ON,10.26,10.38,10.11,10.28,736400,7546400,0,10.27,10.29,VISTA,100,2025-02-13T10:18:52.571Z,2025-02-13T10:18:52.571Z,0.883,59.64,35.28,84.13,51.68,59.64,38.22,80.95,45.05,47.87,True,92.88,24.55,56.75,38.53,92.88,24.55,57.94,38.53,50.88,0,1.05,0,0.02954747759140615,0.03538848100629128,1.9852187099408212,53.38,BRSBFGACNOR1,0.5668960489536985,0.5366921480334856,11,COMÉRCIO (ATACADO E VAREJO),100,False,129,GRUPO SBF S.A.,400,900,2025-02-13 14:55:25,10.28
